Price,Make,Model,Prod. year,Category,Gear box type,Drive wheels,UHighway
32929,HYUNDAI,Tucson,2011,Microbus,Manual,Front,34
16308,HYUNDAI,Tucson,2012,Microbus,Manual,Front,51
13172,HYUNDAI,Tucson,2013,Microbus,Manual,Front,64
14113,HYUNDAI,Tucson,2015,Microbus,Manual,Front,40
20385,HYUNDAI,Tucson,2016,Microbus,Manual,Front,45
15053,HYUNDAI,Veloster R-spec,2014,Microbus,Manual,Front,27
14740,HYUNDAI,Veloster TURBO,2014,Microbus,Manual,Rear,35.8974
21950,HYUNDAI,Veloster Turbo,2016,Microbus,Manual,4x4,36
17249,HYUNDAI,Veloster,2011,Microbus,Manual,Front,19
23834,HYUNDAI,Veloster,2012,Microbus,Manual,Rear,19
21950,HYUNDAI,Veloster,2014,Goods wagon,Manual,4x4,26.9231
34184,HYUNDAI,Veloster,2015,Goods wagon,Manual,Front,33
15681,HYUNDAI,Veloster,2016,Microbus,Manual,Front,33.3333
36065,HYUNDAI,Veracruz,2010,Microbus,Manual,Rear,27
42337,INFINITI,EX37,2012,Microbus,Manual,Rear,45
51746,INFINITI,FX35,2002,Sedan,Manual,Rear,20
15681,INFINITI,G37,2008,Limousine,Manual,Rear,41.0256
14269,INFINITI,JX35,2012,Sedan,Automatic,Front,48
35752,INFINITI,QX56,2006,Sedan,Automatic,Front,43
10036,INFINITI,QX56,2012,Sedan,Manual,Front,38
15053,INFINITI,QX80,2016,Jeep,Manual,Front,40
11290,INFINITI,QX80,2017,Sedan,Automatic,Front,35.8974
17562,ISUZU,VehiCross,1997,Coupe,Automatic,Front,36
21953,JAGUAR,Daimler,2016,Sedan,Automatic,Front,47
11917,JAGUAR,F-pace,2016,Sedan,Automatic,Front,41
14740,JAGUAR,F-pace,2017,Sedan,Manual,Front,33.3333
12544,JAGUAR,XF,2014,Sedan,Automatic,Front,17.9487
15681,JAGUAR,XF,2015,Sedan,Automatic,Front,32
14113,JEEP,Cherokee,2004,Sedan,Automatic,Front,43
21953,JEEP,Cherokee,2015,Sedan,Automatic,4x4,56
29166,JEEP,Cherokee,2017,Sedan,Manual,Front,35
16935,JEEP,Cherokee,2018,Universal,Automatic,4x4,41.0256
20385,JEEP,Cherokee,2019,Jeep,Automatic,4x4,44
14113,JEEP,Compass,2009,Jeep,Automatic,Front,38
16621,JEEP,Compass,2010,Jeep,Automatic,4x4,37.1795
17249,JEEP,Compass,2011,Jeep,Automatic,4x4,37
15994,JEEP,Compass,2012,Jeep,Manual,4x4,37
17249,JEEP,Compass,2013,Jeep,Automatic,4x4,27
18503,JEEP,Compass,2014,Jeep,Automatic,4x4,43
21500,JEEP,Compass,2015,Jeep,Automatic,4x4,32
24775,JEEP,Compass,2018,Jeep,Automatic,4x4,31
25089,JEEP,Grand Cherokee special e,2004,Jeep,Automatic,Front,29
26030,JEEP,Grand Cherokee,2003,Jeep,Automatic,4x4,31
39201,JEEP,Grand Cherokee,2004,Jeep,Automatic,4x4,32
12701,JEEP,Grand Cherokee,2005,Jeep,Automatic,Front,33
10036,JEEP,Grand Cherokee,2008,Jeep,Automatic,4x4,33
20698,JEEP,Grand Cherokee,2019,Sedan,Automatic,4x4,34
11917,JEEP,Liberty,2001,Coupe,Manual,Front,28
10976,JEEP,Liberty,2002,Sedan,Automatic,Front,29
10036,JEEP,Liberty,2003,Hatchback,Manual,Front,29
14113,JEEP,Liberty,2008,Coupe,Manual,Front,30
13172,JEEP,Liberty,2010,Universal,Manual,Front,25
16900,JEEP,Liberty,2012,Universal,Automatic,4x4,31
20385,JEEP,Patriot 70th anniversary,2011,Minivan,Automatic,4x4,31
12540,JEEP,Patriot Latitude,2014,Minivan,Automatic,Front,29
14583,JEEP,Patriot,2010,Minivan,Automatic,Front,31
15994,JEEP,Wrangler ARB,2012,Minivan,Automatic,Front,33
10000,JEEP,Wrangler sport,2016,Minivan,Automatic,Front,33
12000,JEEP,Wrangler,1993,Minivan,Automatic,Front,32
15053,JEEP,Wrangler,2009,Hatchback,Automatic,4x4,32
10976,JEEP,Wrangler,2010,Hatchback,Automatic,4x4,36
11760,JEEP,Wrangler,2011,Hatchback,Automatic,Front,33
11917,JEEP,Wrangler,2012,Hatchback,Automatic,Front,30.7692
18817,JEEP,Wrangler,2013,Hatchback,Automatic,Front,32
10349,JEEP,Wrangler,2014,Hatchback,Automatic,Front,29
11920,JEEP,Wrangler,2015,Hatchback,Automatic,Front,41.0256
11760,JEEP,Wrangler,2017,Hatchback,Automatic,4x4,40
14269,JEEP,Wrangler,2019,Hatchback,Automatic,Front,37
10506,KIA,Avella,2018,Hatchback,Automatic,Front,39.7436
10349,KIA,Cadenza,2011,Hatchback,Automatic,Front,33.3333
10976,KIA,Cadenza,2012,Sedan,Automatic,Front,44
12544,KIA,Cadenza,2013,Hatchback,Manual,Front,38
11290,KIA,Cadenza,2015,Hatchback,Manual,Front,17
10349,KIA,Cadenza,2016,Sedan,Manual,Front,27
10450,KIA,Carnival grand,2009,Hatchback,Automatic,Front,36
10349,KIA,Carnival,2006,Hatchback,Automatic,Front,39.7436
10976,KIA,Carnival,2010,Hatchback,Automatic,4x4,35.8974
11447,KIA,Carnival,2011,Hatchback,Manual,Front,32
20000,KIA,Ceed,2007,Hatchback,Automatic,4x4,35
21316,KIA,Ceed,2009,Hatchback,Automatic,Front,34
10000,KIA,Ceed,2019,Minivan,Automatic,Front,30
16000,KIA,Cerato,2013,Minivan,Automatic,Front,36
21169,KIA,Cerato,2016,Jeep,Automatic,4x4,37
26500,KIA,Cerato,2017,Jeep,Automatic,4x4,39
24618,KIA,Forte,2011,Jeep,Automatic,Front,38
13015,KIA,Forte,2015,Hatchback,Automatic,Front,42
13642,KIA,Niro,2017,Hatchback,Automatic,Front,35
10036,KIA,Niro,2018,Coupe,Manual,Front,37.1795
25089,KIA,Niro,2019,Minivan,Automatic,Front,31
14269,KIA,Optima ex,2014,Jeep,Automatic,Front,32
19757,KIA,Optima HYBRID,2011,Sedan,Automatic,Front,38
29793,KIA,Optima HYBRID,2012,Jeep,Automatic,4x4,30
30420,KIA,Optima HYBRID,2014,Pickup,Automatic,4x4,40
14113,KIA,Optima HYBRID,2016,Universal,Automatic,Front,45
15000,KIA,Optima,2019,Hatchback,Automatic,Front,48.7179
18000,KIA,Picanto,2008,Hatchback,Automatic,4x4,35
15367,KIA,Picanto,2013,Minivan,Automatic,Front,42
10000,KIA,Picanto,2015,Minivan,Automatic,4x4,30
22580,KIA,Picanto,2017,Minivan,Automatic,4x4,36
10036,KIA,RIO,2009,Minivan,Automatic,Front,37
10349,KIA,RIO,2012,Minivan,Automatic,Front,43
45473,KIA,RIO,2017,Jeep,Automatic,4x4,41.0256
62722,KIA,Sorento EX,2013,Jeep,Automatic,4x4,29
24618,KIA,Sorento SX,2016,Jeep,Automatic,4x4,44
23207,KIA,Sorento,2004,Jeep,Manual,4x4,38
12388,KIA,Sorento,2010,Hatchback,Automatic,Front,42
13015,KIA,Sorento,2013,Hatchback,Automatic,Front,37.1795
14583,KIA,Sorento,2014,Hatchback,Automatic,Front,38
13485,KIA,Sorento,2016,Sedan,Automatic,Front,40
10036,KIA,Sorento,2018,Sedan,Automatic,Front,39.7436
32302,KIA,SOUL,2010,Sedan,Automatic,Front,37
25089,KIA,SOUL,2014,Sedan,Automatic,4x4,36
16621,KIA,SOUL,2015,Sedan,Manual,Front,36
17876,KIA,Sportage SX,2016,Hatchback,Automatic,Front,17
14740,KIA,Sportage,2011,Hatchback,Automatic,Front,45
17249,KIA,Sportage,2012,Hatchback,Automatic,Front,36
14426,KIA,Sportage,2013,Hatchback,Automatic,Front,41.0256
12388,KIA,Sportage,2015,Sedan,Automatic,Front,21
20071,KIA,Sportage,2019,Sedan,Automatic,Front,30.7692
16465,KIA,Sportage,2020,Sedan,Automatic,Front,31
23521,LAND ROVER,Defender 90 Cabrio,2011,Sedan,Automatic,Front,35
17092,LAND ROVER,Discovery,1995,Sedan,Automatic,Front,42
19444,LAND ROVER,Freelander,2004,Sedan,Automatic,Front,30
17092,LAND ROVER,Land Rover Sport,2006,Sedan,Automatic,Front,36
11102,LAND ROVER,Land Rover Sport,2013,Sedan,Automatic,Front,16
17158,LAND ROVER,Land Rover Sport,2014,Sedan,Automatic,Front,38
14454,LAND ROVER,Range Rover Evoque,2016,Sedan,Automatic,Front,40
18826,LAND ROVER,Range Rover,1996,Sedan,Automatic,Front,45
16935,LAND ROVER,Range Rover,2013,Sedan,Automatic,Rear,48.7179
13799,LAND ROVER,Range Rover,2014,Sedan,Automatic,Front,40
12231,LAND ROVER,Range Rover,2016,Coupe,Manual,Front,40
21953,LEXUS,CT 200h F sport,2014,Sedan,Automatic,Front,46
17876,LEXUS,CT 200h,2013,Sedan,Manual,Front,33
29793,LEXUS,CT 200h,2015,Sedan,Automatic,Front,42
15210,LEXUS,CT 200h,2016,Sedan,Automatic,Front,16
10349,LEXUS,ES 300 hybrid,2014,Sedan,Automatic,Front,46
47408,LEXUS,ES 300,2009,Coupe,Automatic,Front,45
31797,LEXUS,ES 300,2011,Coupe,Automatic,Front,36
13269,LEXUS,ES 300,2013,Sedan,Automatic,Front,33
32302,LEXUS,ES 300,2014,Sedan,Automatic,Front,32
22894,LEXUS,ES 300,2015,Sedan,Automatic,Front,30.7692
17719,LEXUS,ES 350,2015,Sedan,Automatic,Front,24.359
36065,LEXUS,ES 350,2016,Sedan,Automatic,Front,25
31361,LEXUS,ES 350,2017,Minivan,Automatic,Rear,22
21953,LEXUS,ES 350,2019,Minivan,Automatic,Rear,31
17876,LEXUS,GS 350,2017,Microbus,Automatic,Rear,32.0513
22000,LEXUS,GX 460,2010,Minivan,Automatic,Rear,33.3333
21953,LEXUS,GX 460,2011,Microbus,Manual,Rear,33.3333
21953,LEXUS,GX 460,2012,Minivan,Automatic,Rear,39
35124,LEXUS,GX 460,2013,Microbus,Automatic,Rear,37.1795
28000,LEXUS,GX 460,2015,Minivan,Manual,Rear,41.0256
10976,LEXUS,GX 460,2016,Sedan,Manual,Front,39
10976,LEXUS,GX 460,2017,Sedan,Automatic,Front,33.3333
12231,LEXUS,GX 460,2019,Universal,Manual,Front,33.3333
10986,LEXUS,GX 470 470,2003,Hatchback,Automatic,Front,37
10976,LEXUS,GX 470,2003,Goods wagon,Manual,Front,37
21395,LEXUS,GX 470,2005,Hatchback,Automatic,Front,42
30351,LEXUS,GX 470,2006,Sedan,Automatic,Front,35
30107,LEXUS,GX 470,2007,Jeep,Automatic,4x4,37.1795
28225,LEXUS,GX 470,2008,Sedan,Automatic,Front,31
17249,LEXUS,GX 470,2009,Sedan,Automatic,Front,32
12858,LEXUS,GX 470,2010,Sedan,Automatic,Front,41.0256
49864,LEXUS,GX 470,2013,Jeep,Automatic,4x4,40
39201,LEXUS,GX 470,2014,Jeep,Automatic,4x4,37.1795
18189,LEXUS,GX 470,2015,Jeep,Automatic,4x4,37.1795
14897,LEXUS,HS 250h Hybrid,2010,Jeep,Automatic,Front,38
23235,LEXUS,HS 250h,2011,Jeep,Automatic,Front,44.8718
25810,LEXUS,IS 250,2009,Jeep,Automatic,Front,37
31913,LEXUS,IS 250,2010,Jeep,Automatic,Front,20
34497,LEXUS,IS 250,2012,Jeep,Automatic,4x4,45
41281,LEXUS,IS 250,2014,Jeep,Automatic,Front,41.0256
10192,LEXUS,IS 250,2015,Jeep,Automatic,Front,43
38260,LEXUS,IS 300,2017,Jeep,Automatic,4x4,48
39493,LEXUS,LS 460,2009,Jeep,Automatic,Front,37
11290,LEXUS,LS 460,2011,Sedan,Automatic,4x4,39.7436
13799,LEXUS,LS 460,2013,Sedan,Automatic,4x4,27
16308,LEXUS,LS 460,2016,Sedan,Automatic,4x4,34
26657,LEXUS,LS 460,2017,Sedan,Automatic,Front,34
22894,LEXUS,LX 470,1998,Sedan,Automatic,Front,29
20385,LEXUS,LX 570,2010,Sedan,Automatic,Front,32
13956,LEXUS,NX 200,2015,Sedan,Automatic,Front,37.1795
16935,LEXUS,NX 200,2016,Sedan,Automatic,Front,43
24148,LEXUS,NX 200,2017,Sedan,Automatic,Front,41.0256
18033,LEXUS,NX 300,2015,Sedan,Automatic,Front,35.8974
24462,LEXUS,NX 300,2016,Sedan,Automatic,Front,40
15132,LEXUS,RX 300,2002,Sedan,Automatic,Front,28
18817,LEXUS,RX 350,2007,Sedan,Automatic,Rear,35
18817,LEXUS,RX 350,2008,Sedan,Automatic,Front,39.7436
18817,LEXUS,RX 350,2009,Sedan,Automatic,Rear,32
20071,LEXUS,RX 350,2010,Sedan,Automatic,Front,32
15053,LEXUS,RX 350,2012,Sedan,Automatic,Front,32
33556,LEXUS,RX 350,2013,Sedan,Automatic,Front,29
10976,LEXUS,RX 350,2015,Sedan,Automatic,Front,29
26186,LEXUS,RX 350,2016,Jeep,Automatic,4x4,23
29009,LEXUS,RX 350,2018,Jeep,Automatic,4x4,39.7436
30734,LEXUS,RX 350,2020,Jeep,Automatic,4x4,37
27598,LEXUS,RX 400 HYBRID,2008,Jeep,Automatic,Front,18
10663,LEXUS,RX 400 RESTAILING,2008,Jeep,Manual,4x4,37
15681,LEXUS,RX 400,2007,Jeep,Manual,4x4,32
12231,LEXUS,RX 400,2008,Jeep,Manual,4x4,32
22063,LEXUS,RX 450 H,2010,Jeep,Automatic,Front,37
26030,LEXUS,RX 450 HYBRID,2010,Jeep,Automatic,4x4,33.3333
22649,LEXUS,RX 450,2010,Jeep,Automatic,Front,33
24148,LEXUS,RX 450,2011,Jeep,Automatic,4x4,33
25299,LEXUS,RX 450,2012,Jeep,Automatic,Front,35
25089,LEXUS,RX 450,2013,Jeep,Automatic,Front,20
20526,LEXUS,RX 450,2015,Jeep,Automatic,Front,31
39559,LEXUS,RX 450,2016,Jeep,Automatic,Front,27
37000,LINCOLN,MKZ,2014,Jeep,Automatic,Front,33.3333
28225,LINCOLN,Navigator,1999,Jeep,Automatic,4x4,37.1795
17876,LINCOLN,Navigator,2004,Sedan,Automatic,4x4,34
19757,LINCOLN,Town Car,2005,Coupe,Manual,Front,31
21856,MASERATI,Ghibli,2014,Hatchback,Manual,Front,36
24462,MAZDA,1000,2018,Hatchback,Manual,Front,37.1795
15994,MAZDA,Axela,2015,Hatchback,Manual,Front,33.3333
20385,MAZDA,Axela,2017,Hatchback,Automatic,Front,33
14113,MAZDA,CX-5 Touring,2016,Hatchback,Manual,Front,31
14113,MAZDA,CX-5,2014,Coupe,Manual,Front,32
17562,MAZDA,CX-5,2015,Sedan,Automatic,Front,33
21326,MAZDA,CX-5,2019,Sedan,Automatic,Front,32
12231,MAZDA,CX-9,2019,Coupe,Manual,Front,35
24462,MAZDA,Mazda 2,2009,Jeep,Automatic,Front,34
31361,MAZDA,Mazda 2,2014,Hatchback,Automatic,4x4,30.7692
12544,MAZDA,Mazda 3 SPORT,2015,Jeep,Automatic,4x4,36
26657,MAZDA,Mazda 3 SPORT,2016,Coupe,Manual,Rear,37
17249,MAZDA,Mazda 3,2016,Jeep,Automatic,Front,30.7692
18817,MAZDA,Mazda 6 TOURING,2017,Jeep,Automatic,4x4,28
11290,MAZDA,Mazda 6,2013,Jeep,Automatic,Rear,22
32302,MAZDA,Mazda 6,2016,Jeep,Automatic,Rear,26.9231
17562,MAZDA,Mazda 6,2017,Jeep,Automatic,Rear,29
14113,MAZDA,Mazda 6,2018,Jeep,Automatic,4x4,30
14426,MAZDA,MPV,2004,Sedan,Automatic,4x4,33
117604,MAZDA,Rx-8,2003,Jeep,Automatic,4x4,32
147397,MAZDA,Rx-8,2005,Jeep,Automatic,4x4,32
14269,MERCEDES-BENZ,200,1998,Jeep,Automatic,4x4,37.1795
47120,MERCEDES-BENZ,200,2008,Sedan,Automatic,Front,35.8974
42786,MERCEDES-BENZ,220,2004,Sedan,Automatic,Front,39.7436
13172,MERCEDES-BENZ,230 W153,1943,Jeep,Automatic,4x4,43
51166,MERCEDES-BENZ,230,2006,Jeep,Automatic,Front,18
51454,MERCEDES-BENZ,250,2012,Jeep,Automatic,Front,33
127000,MERCEDES-BENZ,270,2004,Jeep,Automatic,4x4,33.3333
12231,MERCEDES-BENZ,290,1999,Sedan,Automatic,Front,30.7692
15693,MERCEDES-BENZ,300,2010,Jeep,Automatic,Front,39.7436
19281,MERCEDES-BENZ,311,1998,Jeep,Automatic,Front,37
23521,MERCEDES-BENZ,320,2000,Jeep,Automatic,4x4,37
35234,MERCEDES-BENZ,320,2003,Jeep,Automatic,Front,33.3333
25264,MERCEDES-BENZ,416,2000,Jeep,Automatic,Front,33.3333
22269,MERCEDES-BENZ,A 140 140,1997,Jeep,Automatic,Front,35
37291,MERCEDES-BENZ,A 140,2019,Jeep,Automatic,Front,37.1795
14113,MERCEDES-BENZ,A 170,2008,Jeep,Automatic,4x4,16
44043,MERCEDES-BENZ,B 200,2007,Jeep,Automatic,Front,34
42337,MERCEDES-BENZ,C 180,1996,Jeep,Automatic,4x4,31
11917,MERCEDES-BENZ,C 180,1998,Jeep,Automatic,4x4,37
10000,MERCEDES-BENZ,C 180,1999,Jeep,Automatic,4x4,33.3333
10976,MERCEDES-BENZ,C 180,2000,Jeep,Automatic,4x4,19
17249,MERCEDES-BENZ,C 180,2001,Jeep,Automatic,4x4,20
12074,MERCEDES-BENZ,C 180,2008,Jeep,Automatic,4x4,19
10976,MERCEDES-BENZ,C 180,2009,Jeep,Automatic,4x4,33.3333
19130,MERCEDES-BENZ,C 180,2014,Jeep,Automatic,4x4,36
13485,MERCEDES-BENZ,C 200 Kompressor,2000,Jeep,Automatic,4x4,32
23834,MERCEDES-BENZ,C 200,2001,Sedan,Automatic,Rear,21
11000,MERCEDES-BENZ,C 200,2002,Jeep,Automatic,4x4,32
10976,MERCEDES-BENZ,C 220,2001,Jeep,Automatic,4x4,35.8974
10663,MERCEDES-BENZ,C 220,2006,Jeep,Automatic,4x4,38
11604,MERCEDES-BENZ,C 220,2010,Jeep,Manual,4x4,32
15367,MERCEDES-BENZ,C 230 2.5,2006,Jeep,Automatic,4x4,33.3333
15994,MERCEDES-BENZ,C 230 kompresor,2004,Jeep,Automatic,4x4,35
18189,MERCEDES-BENZ,C 230,2006,Jeep,Automatic,4x4,36
25089,MERCEDES-BENZ,C 230,2007,Jeep,Manual,4x4,30.7692
14740,MERCEDES-BENZ,C 240 w203,2004,Jeep,Automatic,4x4,34
19757,MERCEDES-BENZ,C 240,2001,Jeep,Manual,4x4,32
68994,MERCEDES-BENZ,C 250,2011,Jeep,Manual,4x4,22
43905,MERCEDES-BENZ,C 250,2012,Jeep,Automatic,4x4,36
20385,MERCEDES-BENZ,C 250,2013,Jeep,Manual,4x4,34
43360,MERCEDES-BENZ,C 250,2014,Jeep,Automatic,Front,35
17249,MERCEDES-BENZ,C 300 6.3 AMG Package,2015,Jeep,Automatic,4x4,32
52687,MERCEDES-BENZ,C 300,2008,Jeep,Manual,4x4,32
54346,MERCEDES-BENZ,C 300,2012,Jeep,Automatic,Front,33
45473,MERCEDES-BENZ,C 300,2015,Jeep,Manual,4x4,32
56340,MERCEDES-BENZ,C 320 AMG,2004,Jeep,Automatic,Front,33.3333
47042,MERCEDES-BENZ,C 320,2000,Jeep,Manual,4x4,32
58971,MERCEDES-BENZ,C 36 AMG,1995,Jeep,Automatic,Front,36
82097,MERCEDES-BENZ,C 43 AMG,1999,Jeep,Automatic,Front,27
92502,MERCEDES-BENZ,C 63 AMG,2012,Jeep,Automatic,Front,33
147397,MERCEDES-BENZ,Citan,2013,Jeep,Automatic,4x4,33
16308,MERCEDES-BENZ,CL550 AMG,2007,Sedan,Automatic,Rear,36
11917,MERCEDES-BENZ,CLA 250,2013,Sedan,Automatic,Front,33
18440,MERCEDES-BENZ,CLA 250,2014,Sedan,Automatic,Front,36
14113,MERCEDES-BENZ,CLA 250,2016,Sedan,Automatic,Front,33
17876,MERCEDES-BENZ,CLA 250,2018,Sedan,Automatic,Front,30
10349,MERCEDES-BENZ,CLK 240,2002,Sedan,Automatic,Front,32
15681,MERCEDES-BENZ,CLK 320,2003,Sedan,Automatic,Front,33.3333
34340,MERCEDES-BENZ,CLK 320,2004,Sedan,Automatic,Front,32
13172,MERCEDES-BENZ,CLK 350,2007,Minivan,Automatic,Front,20
11290,MERCEDES-BENZ,CLS 350,2012,Minivan,Manual,Front,32
11200,MERCEDES-BENZ,CLS 500,2006,Minivan,Automatic,Front,31
12513,MERCEDES-BENZ,CLS 55 AMG,2019,Minivan,Automatic,Front,36
10192,MERCEDES-BENZ,CLS 550,2010,Hatchback,Manual,Front,25
12858,MERCEDES-BENZ,CLS 550,2016,Sedan,Manual,Front,24
51746,MERCEDES-BENZ,E 200,1993,Universal,Automatic,Front,20
12544,MERCEDES-BENZ,E 200,1999,Sedan,Automatic,Front,36
18660,MERCEDES-BENZ,E 200,2005,Sedan,Automatic,Front,34
17405,MERCEDES-BENZ,E 200,2008,Sedan,Automatic,Front,35
20385,MERCEDES-BENZ,E 200,2014,Sedan,Automatic,Front,36
13172,MERCEDES-BENZ,E 220 211,2008,Sedan,Manual,Front,17.9487
37633,MERCEDES-BENZ,E 220 cdi,2016,Jeep,Automatic,4x4,32
38888,MERCEDES-BENZ,E 220,2001,Jeep,Automatic,Front,18
12701,MERCEDES-BENZ,E 220,2002,Jeep,Automatic,Front,33
19130,MERCEDES-BENZ,E 220,2005,Sedan,Automatic,Front,34
13485,MERCEDES-BENZ,E 220,2008,Sedan,Automatic,Rear,37
14113,MERCEDES-BENZ,E 220,2009,Sedan,Automatic,Front,36
15524,MERCEDES-BENZ,E 220,2011,Sedan,Automatic,Front,35
26030,MERCEDES-BENZ,E 220,2016,Sedan,Automatic,Front,29
20000,MERCEDES-BENZ,E 240,2001,Sedan,Automatic,Front,29
21326,MERCEDES-BENZ,E 250,2014,Sedan,Automatic,Front,32
28225,MERCEDES-BENZ,E 270,1999,Sedan,Automatic,Front,27
15994,MERCEDES-BENZ,E 270,2000,Jeep,Automatic,Front,33
10976,MERCEDES-BENZ,E 270,2002,Hatchback,Manual,Front,32
10036,MERCEDES-BENZ,E 270,2003,Sedan,Automatic,Front,39.7436
12231,MERCEDES-BENZ,E 280,1994,Sedan,Automatic,Front,35.8974
12074,MERCEDES-BENZ,E 280,1999,Sedan,Automatic,Front,45
18189,MERCEDES-BENZ,E 300,2017,Sedan,Automatic,Front,29
15524,MERCEDES-BENZ,E 300,2018,Sedan,Manual,Front,35
10349,MERCEDES-BENZ,E 320 4Ã—4,2004,Sedan,Manual,Front,37.1795
13799,MERCEDES-BENZ,E 320,1999,Hatchback,Manual,Front,38
17249,MERCEDES-BENZ,E 320,2001,Sedan,Automatic,Front,39.7436
25873,MERCEDES-BENZ,E 320,2007,Jeep,Automatic,Front,29
26814,MERCEDES-BENZ,E 350 4 MATIC,2012,Jeep,Automatic,Front,45
10976,MERCEDES-BENZ,E 350 w211,2007,Jeep,Manual,4x4,48.7179
23521,MERCEDES-BENZ,E 350,2005,Jeep,Automatic,Front,44.8718
25402,MERCEDES-BENZ,E 350,2006,Jeep,Automatic,Front,41.0256
29793,MERCEDES-BENZ,E 350,2007,Jeep,Automatic,Front,43
39515,MERCEDES-BENZ,E 350,2009,Jeep,Automatic,Front,48
79971,MERCEDES-BENZ,E 350,2010,Jeep,Automatic,Front,38
22894,MERCEDES-BENZ,E 350,2012,Sedan,Automatic,Front,40
10506,MERCEDES-BENZ,E 350,2013,Sedan,Automatic,Front,35.8974
21326,MERCEDES-BENZ,E 36 AMG,2001,Sedan,Automatic,Front,36
13956,MERCEDES-BENZ,E 420,1996,Jeep,Manual,Front,32
22894,MERCEDES-BENZ,E 500,2003,Jeep,Automatic,Front,37
17249,MERCEDES-BENZ,G 230 2.2cdi,1987,Jeep,Automatic,Front,39.7436
15367,MERCEDES-BENZ,G 300,1988,Jeep,Automatic,Front,34
14426,MERCEDES-BENZ,G 320,1994,Jeep,Automatic,Front,34
34497,MERCEDES-BENZ,G 350,2013,Jeep,Automatic,4x4,29
18817,MERCEDES-BENZ,G 55 AMG,1996,Jeep,Automatic,4x4,41.0256
12074,MERCEDES-BENZ,G 55 AMG,2003,Sedan,Automatic,4x4,44
78403,MERCEDES-BENZ,G 550,2015,Jeep,Manual,4x4,37
10976,MERCEDES-BENZ,G 550,2017,Jeep,Manual,4x4,37
10036,MERCEDES-BENZ,G 63 AMG,2016,Jeep,Manual,4x4,37.1795
21953,MERCEDES-BENZ,GL 320 bluetec,2008,Jeep,Automatic,4x4,33.3333
68994,MERCEDES-BENZ,GL 320,2007,Jeep,Automatic,4x4,37.1795
114468,MERCEDES-BENZ,GL 350 áƒ“áƒ˜áƒ–áƒ”áƒšáƒ˜,2012,Jeep,Automatic,4x4,33.3333
84675,MERCEDES-BENZ,GL 350,2011,Jeep,Automatic,4x4,30
14113,MERCEDES-BENZ,GL 350,2012,Jeep,Manual,4x4,35
68994,MERCEDES-BENZ,GL 450,2006,Jeep,Automatic,4x4,31
114468,MERCEDES-BENZ,GL 450,2009,Jeep,Automatic,4x4,37.1795
31988,MERCEDES-BENZ,GL 450,2011,Jeep,Automatic,4x4,35.8974
31361,MERCEDES-BENZ,GL 450,2012,Hatchback,Automatic,Front,37.1795
24775,MERCEDES-BENZ,GL 450,2014,Hatchback,Automatic,Front,35.8974
21796,MERCEDES-BENZ,GL 550,2013,Hatchback,Automatic,Front,30.7692
26030,MERCEDES-BENZ,GL 550,2014,Hatchback,Automatic,Front,30
16935,MERCEDES-BENZ,GL 63 AMG,2014,Hatchback,Automatic,Front,33.3333
39201,MERCEDES-BENZ,GLA 200,2017,Hatchback,Automatic,Front,30
46728,MERCEDES-BENZ,GLA 250,2015,Sedan,Automatic,Front,35
26017,MERCEDES-BENZ,GLA 250,2017,Sedan,Automatic,Front,31
39026,MERCEDES-BENZ,GLE 350,2016,Sedan,Automatic,Front,37.1795
49864,MERCEDES-BENZ,GLE 350,2017,Sedan,Automatic,Front,37.1795
46101,MERCEDES-BENZ,GLE 350,2018,Sedan,Automatic,Front,33.3333
10192,MERCEDES-BENZ,"GLE 400 Coupe, AMG Kit",2018,Sedan,Automatic,Front,35
10192,MERCEDES-BENZ,GLE 43 AMG,2017,Sedan,Automatic,Front,37
11447,MERCEDES-BENZ,GLK 250,2015,Sedan,Automatic,Front,31
14269,MERCEDES-BENZ,GLK 300,2009,Sedan,Automatic,Front,30
10349,MERCEDES-BENZ,GLK 350,2014,Sedan,Automatic,Front,37.1795
100355,MERCEDES-BENZ,ML 250,2015,Sedan,Automatic,4x4,37.1795
15681,MERCEDES-BENZ,ML 280 áƒ¡áƒáƒ¡áƒ¬áƒ áƒáƒ¤áƒáƒ“,2007,Jeep,Automatic,4x4,33.3333
43278,MERCEDES-BENZ,ML 280,2008,Jeep,Automatic,4x4,30
12858,MERCEDES-BENZ,ML 320,2003,Jeep,Automatic,4x4,35
71503,MERCEDES-BENZ,ML 320,2007,Jeep,Automatic,4x4,31
73071,MERCEDES-BENZ,ML 320,2009,Jeep,Automatic,4x4,35.8974
81539,MERCEDES-BENZ,ML 350 sport,2010,Jeep,Automatic,4x4,31
33243,MERCEDES-BENZ,ML 350,2004,Jeep,Automatic,4x4,32
72130,MERCEDES-BENZ,ML 350,2006,Jeep,Automatic,4x4,32
31988,MERCEDES-BENZ,ML 350,2009,Jeep,Automatic,4x4,29
31361,MERCEDES-BENZ,ML 350,2010,Jeep,Automatic,4x4,33.3333
37633,MERCEDES-BENZ,ML 350,2011,Jeep,Automatic,4x4,35
42337,MERCEDES-BENZ,ML 350,2012,Jeep,Automatic,4x4,36
51432,MERCEDES-BENZ,ML 350,2013,Jeep,Automatic,4x4,30.7692
35438,MERCEDES-BENZ,ML 350,2014,Jeep,Automatic,4x4,34
30734,MERCEDES-BENZ,ML 500,2004,Jeep,Automatic,4x4,32
